"PassengerId","Sex","Age","Pclass","Embarked","Survived"
1,"male",22,3,"S",0
2,"female",38,1,"C",1
3,"female",26,3,"S",1
4,"female",35,1,"S",1
5,"male",35,3,"S",0
6,"male",,3,"Q",0
7,"male",54,1,"S",0
8,"male",2,3,"S",0
9,"female",27,3,"S",1
10,"female",14,2,"C",1
11,"female",4,3,"S",1
12,"female",58,1,"S",1
13,"male",20,3,"S",0
14,"male",39,3,"S",0
15,"female",14,3,"S",0
16,"female",55,2,"S",1
17,"male",2,3,"Q",0
18,"male",,2,"S",1
19,"female",31,3,"S",0
20,"female",,3,"C",1
21,"male",35,2,"S",0
22,"male",34,2,"S",1
23,"female",15,3,"Q",1
24,"male",28,1,"S",1
25,"female",8,3,"S",0
26,"female",38,3,"S",1
27,"male",,3,"C",0
28,"male",19,1,"S",0
29,"female",,3,"Q",1
30,"male",,3,"S",0
31,"male",40,1,"C",0
32,"female",,1,"C",1
33,"female",,3,"Q",1
34,"male",66,2,"S",0
35,"male",28,1,"C",0
36,"male",42,1,"S",0
37,"male",,3,"C",1
38,"male",21,3,"S",0
39,"female",18,3,"S",0
40,"female",14,3,"C",1
41,"female",40,3,"S",0
42,"female",27,2,"S",0
43,"male",,3,"C",0
44,"female",3,2,"C",1
45,"female",19,3,"Q",1
46,"male",,3,"S",0
47,"male",,3,"Q",0
48,"female",,3,"Q",1
49,"male",,3,"C",0
50,"female",18,3,"S",0
51,"male",7,3,"S",0
52,"male",21,3,"S",0
53,"female",49,1,"C",1
54,"female",29,2,"S",1
55,"male",65,1,"C",0
56,"male",,1,"S",1
57,"female",21,2,"S",1
58,"male","28.5",3,"C",0
59,"female",5,2,"S",1
60,"male",11,3,"S",0
61,"male",22,3,"C",0
62,"female",38,1,,1
63,"male",45,1,"S",0
64,"male",4,3,"S",0
65,"male",,1,"C",0
66,"male",,3,"C",1
67,"female",29,2,"S",1
68,"male",19,3,"S",0
69,"female",17,3,"S",1
70,"male",26,3,"S",0
71,"male",32,2,"S",0
72,"female",16,3,"S",0
73,"male",21,2,"S",0
74,"male",26,3,"C",0
75,"male",32,3,"S",1
76,"male",25,3,"S",0
77,"male",,3,"S",0
78,"male",,3,"S",0
79,"male","0.83",2,"S",1
80,"female",30,3,"S",1
81,"male",22,3,"S",0
82,"male",29,3,"S",1
83,"female",,3,"Q",1
84,"male",28,1,"S",0
85,"female",17,2,"S",1
86,"female",33,3,"S",1
87,"male",16,3,"S",0
88,"male",,3,"S",0
89,"female",23,1,"S",1
90,"male",24,3,"S",0
91,"male",29,3,"S",0
92,"male",20,3,"S",0
93,"male",46,1,"S",0
94,"male",26,3,"S",0
95,"male",59,3,"S",0
96,"male",,3,"S",0
97,"male",71,1,"C",0
98,"male",23,1,"C",1
99,"female",34,2,"S",1
100,"male",34,2,"S",0
101,"female",28,3,"S",0
102,"male",,3,"S",0
103,"male",21,1,"S",0
104,"male",33,3,"S",0
105,"male",37,3,"S",0
106,"male",28,3,"S",0
107,"female",21,3,"S",1
108,"male",,3,"S",1
109,"male",38,3,"S",0
110,"female",,3,"Q",1
111,"male",47,1,"S",0
112,"female","14.5",3,"C",0
113,"male",22,3,"S",0
114,"female",20,3,"S",0
115,"female",17,3,"C",0
116,"male",21,3,"S",0
117,"male","70.5",3,"Q",0
118,"male",29,2,"S",0
119,"male",24,1,"C",0
120,"female",2,3,"S",0
121,"male",21,2,"S",0
122,"male",,3,"S",0
123,"male","32.5",2,"C",0
124,"female","32.5",2,"S",1
125,"male",54,1,"S",0
126,"male",12,3,"C",1
127,"male",,3,"Q",0
128,"male",24,3,"S",1
129,"female",,3,"C",1
130,"male",45,3,"S",0
131,"male",33,3,"C",0
132,"male",20,3,"S",0
133,"female",47,3,"S",0
134,"female",29,2,"S",1
135,"male",25,2,"S",0
136,"male",23,2,"C",0
137,"female",19,1,"S",1
138,"male",37,1,"S",0
139,"male",16,3,"S",0
140,"male",24,1,"C",0
141,"female",,3,"C",0
142,"female",22,3,"S",1
143,"female",24,3,"S",1
144,"male",19,3,"Q",0
145,"male",18,2,"S",0
146,"male",19,2,"S",0
147,"male",27,3,"S",1
148,"female",9,3,"S",0
149,"male","36.5",2,"S",0
150,"male",42,2,"S",0
151,"male",51,2,"S",0
152,"female",22,1,"S",1
153,"male","55.5",3,"S",0
154,"male","40.5",3,"S",0
155,"male",,3,"S",0
156,"male",51,1,"C",0
157,"female",16,3,"Q",1
158,"male",30,3,"S",0
159,"male",,3,"S",0
160,"male",,3,"S",0
161,"male",44,3,"S",0
162,"female",40,2,"S",1
163,"male",26,3,"S",0
164,"male",17,3,"S",0
165,"male",1,3,"S",0
166,"male",9,3,"S",1
167,"female",,1,"S",1
168,"female",45,3,"S",0
169,"male",,1,"S",0
170,"male",28,3,"S",0
171,"male",61,1,"S",0
172,"male",4,3,"Q",0
173,"female",1,3,"S",1
174,"male",21,3,"S",0
175,"male",56,1,"C",0
176,"male",18,3,"S",0
177,"male",,3,"S",0
178,"female",50,1,"C",0
179,"male",30,2,"S",0
180,"male",36,3,"S",0
181,"female",,3,"S",0
182,"male",,2,"C",0
183,"male",9,3,"S",0
184,"male",1,2,"S",1
185,"female",4,3,"S",1
186,"male",,1,"S",0
187,"female",,3,"Q",1
188,"male",45,1,"S",1
189,"male",40,3,"Q",0
190,"male",36,3,"S",0
191,"female",32,2,"S",1
192,"male",19,2,"S",0
193,"female",19,3,"S",1
194,"male",3,2,"S",1
195,"female",44,1,"C",1
196,"female",58,1,"C",1
197,"male",,3,"Q",0
198,"male",42,3,"S",0
199,"female",,3,"Q",1
200,"female",24,2,"S",0
201,"male",28,3,"S",0
202,"male",,3,"S",0
203,"male",34,3,"S",0
204,"male","45.5",3,"C",0
205,"male",18,3,"S",1
206,"female",2,3,"S",0
207,"male",32,3,"S",0
208,"male",26,3,"C",1
209,"female",16,3,"Q",1
210,"male",40,1,"C",1
211,"male",24,3,"S",0
212,"female",35,2,"S",1
213,"male",22,3,"S",0
214,"male",30,2,"S",0
215,"male",,3,"Q",0
216,"female",31,1,"C",1
217,"female",27,3,"S",1
218,"male",42,2,"S",0
219,"female",32,1,"C",1
220,"male",30,2,"S",0
221,"male",16,3,"S",1
222,"male",27,2,"S",0
223,"male",51,3,"S",0
224,"male",,3,"S",0
225,"male",38,1,"S",1
226,"male",22,3,"S",0
227,"male",19,2,"S",1
228,"male","20.5",3,"S",0
229,"male",18,2,"S",0
230,"female",,3,"S",0
231,"female",35,1,"S",1
232,"male",29,3,"S",0
233,"male",59,2,"S",0
234,"female",5,3,"S",1
235,"male",24,2,"S",0
236,"female",,3,"S",0
237,"male",44,2,"S",0
238,"female",8,2,"S",1
239,"male",19,2,"S",0
240,"male",33,2,"S",0
241,"female",,3,"C",0
242,"female",,3,"Q",1
243,"male",29,2,"S",0
244,"male",22,3,"S",0
245,"male",30,3,"C",0
246,"male",44,1,"Q",0
247,"female",25,3,"S",0
248,"female",24,2,"S",1
249,"male",37,1,"S",1
250,"male",54,2,"S",0
251,"male",,3,"S",0
252,"female",29,3,"S",0
253,"male",62,1,"S",0
254,"male",30,3,"S",0
255,"female",41,3,"S",0
256,"female",29,3,"C",1
257,"female",,1,"C",1
258,"female",30,1,"S",1
259,"female",35,1,"C",1
260,"female",50,2,"S",1
261,"male",,3,"Q",0
262,"male",3,3,"S",1
263,"male",52,1,"S",0
264,"male",40,1,"S",0
265,"female",,3,"Q",0
266,"male",36,2,"S",0
267,"male",16,3,"S",0
268,"male",25,3,"S",1
269,"female",58,1,"S",1
270,"female",35,1,"S",1
271,"male",,1,"S",0
272,"male",25,3,"S",1
273,"female",41,2,"S",1
274,"male",37,1,"C",0
275,"female",,3,"Q",1
276,"female",63,1,"S",1
277,"female",45,3,"S",0
278,"male",,2,"S",0
279,"male",7,3,"Q",0
280,"female",35,3,"S",1
281,"male",65,3,"Q",0
282,"male",28,3,"S",0
283,"male",16,3,"S",0
284,"male",19,3,"S",1
285,"male",,1,"S",0
286,"male",33,3,"C",0
287,"male",30,3,"S",1
288,"male",22,3,"S",0
289,"male",42,2,"S",1
290,"female",22,3,"Q",1
291,"female",26,1,"S",1
292,"female",19,1,"C",1
293,"male",36,2,"C",0
294,"female",24,3,"S",0
295,"male",24,3,"S",0
296,"male",,1,"C",0
297,"male","23.5",3,"C",0
298,"female",2,1,"S",0
299,"male",,1,"S",1
300,"female",50,1,"C",1
301,"female",,3,"Q",1
302,"male",,3,"Q",1
303,"male",19,3,"S",0
304,"female",,2,"Q",1
305,"male",,3,"S",0
306,"male","0.92",1,"S",1
307,"female",,1,"C",1
308,"female",17,1,"C",1
309,"male",30,2,"C",0
310,"female",30,1,"C",1
311,"female",24,1,"C",1
312,"female",18,1,"C",1
313,"female",26,2,"S",0
314,"male",28,3,"S",0
315,"male",43,2,"S",0
316,"female",26,3,"S",1
317,"female",24,2,"S",1
318,"male",54,2,"S",0
319,"female",31,1,"S",1
320,"female",40,1,"C",1
321,"male",22,3,"S",0
322,"male",27,3,"S",0
323,"female",30,2,"Q",1
324,"female",22,2,"S",1
325,"male",,3,"S",0
326,"female",36,1,"C",1
327,"male",61,3,"S",0
328,"female",36,2,"S",1
329,"female",31,3,"S",1
330,"female",16,1,"C",1
331,"female",,3,"Q",1
332,"male","45.5",1,"S",0
333,"male",38,1,"S",0
334,"male",16,3,"S",0
335,"female",,1,"S",1
336,"male",,3,"S",0
337,"male",29,1,"S",0
338,"female",41,1,"C",1
339,"male",45,3,"S",1
340,"male",45,1,"S",0
341,"male",2,2,"S",1
342,"female",24,1,"S",1
343,"male",28,2,"S",0
344,"male",25,2,"S",0
345,"male",36,2,"S",0
346,"female",24,2,"S",1
347,"female",40,2,"S",1
348,"female",,3,"S",1
349,"male",3,3,"S",1
350,"male",42,3,"S",0
351,"male",23,3,"S",0
352,"male",,1,"S",0
353,"male",15,3,"C",0
354,"male",25,3,"S",0
355,"male",,3,"C",0
356,"male",28,3,"S",0
357,"female",22,1,"S",1
358,"female",38,2,"S",0
359,"female",,3,"Q",1
360,"female",,3,"Q",1
361,"male",40,3,"S",0
362,"male",29,2,"C",0
363,"female",45,3,"C",0
364,"male",35,3,"S",0
365,"male",,3,"Q",0
366,"male",30,3,"S",0
367,"female",60,1,"C",1
368,"female",,3,"C",1
369,"female",,3,"Q",1
370,"female",24,1,"C",1
371,"male",25,1,"C",1
372,"male",18,3,"S",0
373,"male",19,3,"S",0
374,"male",22,1,"C",0
375,"female",3,3,"S",0
376,"female",,1,"C",1
377,"female",22,3,"S",1
378,"male",27,1,"C",0
379,"male",20,3,"C",0
380,"male",19,3,"S",0
381,"female",42,1,"C",1
382,"female",1,3,"C",1
383,"male",32,3,"S",0
384,"female",35,1,"S",1
385,"male",,3,"S",0
386,"male",18,2,"S",0
387,"male",1,3,"S",0
388,"female",36,2,"S",1
389,"male",,3,"Q",0
390,"female",17,2,"C",1
391,"male",36,1,"S",1
392,"male",21,3,"S",1
393,"male",28,3,"S",0
394,"female",23,1,"C",1
395,"female",24,3,"S",1
396,"male",22,3,"S",0
397,"female",31,3,"S",0
398,"male",46,2,"S",0
399,"male",23,2,"S",0
400,"female",28,2,"S",1
401,"male",39,3,"S",1
402,"male",26,3,"S",0
403,"female",21,3,"S",0
404,"male",28,3,"S",0
405,"female",20,3,"S",0
406,"male",34,2,"S",0
407,"male",51,3,"S",0
408,"male",3,2,"S",1
409,"male",21,3,"S",0
410,"female",,3,"S",0
411,"male",,3,"S",0
412,"male",,3,"Q",0
413,"female",33,1,"Q",1
414,"male",,2,"S",0
415,"male",44,3,"S",1
416,"female",,3,"S",0
417,"female",34,2,"S",1
418,"female",18,2,"S",1
419,"male",30,2,"S",0
420,"female",10,3,"S",0
421,"male",,3,"C",0
422,"male",21,3,"Q",0
423,"male",29,3,"S",0
424,"female",28,3,"S",0
425,"male",18,3,"S",0
426,"male",,3,"S",0
427,"female",28,2,"S",1
428,"female",19,2,"S",1
429,"male",,3,"Q",0
430,"male",32,3,"S",1
431,"male",28,1,"S",1
432,"female",,3,"S",1
433,"female",42,2,"S",1
434,"male",17,3,"S",0
435,"male",50,1,"S",0
436,"female",14,1,"S",1
437,"female",21,3,"S",0
438,"female",24,2,"S",1
439,"male",64,1,"S",0
440,"male",31,2,"S",0
441,"female",45,2,"S",1
442,"male",20,3,"S",0
443,"male",25,3,"S",0
444,"female",28,2,"S",1
445,"male",,3,"S",1
446,"male",4,1,"S",1
447,"female",13,2,"S",1
448,"male",34,1,"S",1
449,"female",5,3,"C",1
450,"male",52,1,"S",1
451,"male",36,2,"S",0
452,"male",,3,"S",0
453,"male",30,1,"C",0
454,"male",49,1,"C",1
455,"male",,3,"S",0
456,"male",29,3,"C",1
457,"male",65,1,"S",0
458,"female",,1,"S",1
459,"female",50,2,"S",1
460,"male",,3,"Q",0
461,"male",48,1,"S",1
462,"male",34,3,"S",0
463,"male",47,1,"S",0
464,"male",48,2,"S",0
465,"male",,3,"S",0
466,"male",38,3,"S",0
467,"male",,2,"S",0
468,"male",56,1,"S",0
469,"male",,3,"Q",0
470,"female","0.75",3,"C",1
471,"male",,3,"S",0
472,"male",38,3,"S",0
473,"female",33,2,"S",1
474,"female",23,2,"C",1
475,"female",22,3,"S",0
476,"male",,1,"S",0
477,"male",34,2,"S",0
478,"male",29,3,"S",0
479,"male",22,3,"S",0
480,"female",2,3,"S",1
481,"male",9,3,"S",0
482,"male",,2,"S",0
483,"male",50,3,"S",0
484,"female",63,3,"S",1
485,"male",25,1,"C",1
486,"female",,3,"S",0
487,"female",35,1,"S",1
488,"male",58,1,"C",0
489,"male",30,3,"S",0
490,"male",9,3,"S",1
491,"male",,3,"S",0
492,"male",21,3,"S",0
493,"male",55,1,"S",0
494,"male",71,1,"C",0
495,"male",21,3,"S",0
496,"male",,3,"C",0
497,"female",54,1,"C",1
498,"male",,3,"S",0
499,"female",25,1,"S",0
500,"male",24,3,"S",0
501,"male",17,3,"S",0
502,"female",21,3,"Q",0
503,"female",,3,"Q",0
504,"female",37,3,"S",0
505,"female",16,1,"S",1
506,"male",18,1,"C",0
507,"female",33,2,"S",1
508,"male",,1,"S",1
509,"male",28,3,"S",0
510,"male",26,3,"S",1
511,"male",29,3,"Q",1
512,"male",,3,"S",0
513,"male",36,1,"S",1
514,"female",54,1,"C",1
515,"male",24,3,"S",0
516,"male",47,1,"S",0
517,"female",34,2,"S",1
518,"male",,3,"Q",0
519,"female",36,2,"S",1
520,"male",32,3,"S",0
521,"female",30,1,"S",1
522,"male",22,3,"S",0
523,"male",,3,"C",0
524,"female",44,1,"C",1
525,"male",,3,"C",0
526,"male","40.5",3,"Q",0
527,"female",50,2,"S",1
528,"male",,1,"S",0
529,"male",39,3,"S",0
530,"male",23,2,"S",0
531,"female",2,2,"S",1
532,"male",,3,"C",0
533,"male",17,3,"C",0
534,"female",,3,"C",1
535,"female",30,3,"S",0
536,"female",7,2,"S",1
537,"male",45,1,"S",0
538,"female",30,1,"C",1
539,"male",,3,"S",0
540,"female",22,1,"C",1
541,"female",36,1,"S",1
542,"female",9,3,"S",0
543,"female",11,3,"S",0
544,"male",32,2,"S",1
545,"male",50,1,"C",0
546,"male",64,1,"S",0
547,"female",19,2,"S",1
548,"male",,2,"C",1
549,"male",33,3,"S",0
550,"male",8,2,"S",1
551,"male",17,1,"C",1
552,"male",27,2,"S",0
553,"male",,3,"Q",0
554,"male",22,3,"C",1
555,"female",22,3,"S",1
556,"male",62,1,"S",0
557,"female",48,1,"C",1
558,"male",,1,"C",0
559,"female",39,1,"S",1
560,"female",36,3,"S",1
561,"male",,3,"Q",0
562,"male",40,3,"S",0
563,"male",28,2,"S",0
564,"male",,3,"S",0
565,"female",,3,"S",0
566,"male",24,3,"S",0
567,"male",19,3,"S",0
568,"female",29,3,"S",0
569,"male",,3,"C",0
570,"male",32,3,"S",1
571,"male",62,2,"S",1
572,"female",53,1,"S",1
573,"male",36,1,"S",1
574,"female",,3,"Q",1
575,"male",16,3,"S",0
576,"male",19,3,"S",0
577,"female",34,2,"S",1
578,"female",39,1,"S",1
579,"female",,3,"C",0
580,"male",32,3,"S",1
581,"female",25,2,"S",1
582,"female",39,1,"C",1
583,"male",54,2,"S",0
584,"male",36,1,"C",0
585,"male",,3,"C",0
586,"female",18,1,"S",1
587,"male",47,2,"S",0
588,"male",60,1,"C",1
589,"male",22,3,"S",0
590,"male",,3,"S",0
591,"male",35,3,"S",0
592,"female",52,1,"C",1
593,"male",47,3,"S",0
594,"female",,3,"Q",0
595,"male",37,2,"S",0
596,"male",36,3,"S",0
597,"female",,2,"S",1
598,"male",49,3,"S",0
599,"male",,3,"C",0
600,"male",49,1,"C",1
601,"female",24,2,"S",1
602,"male",,3,"S",0
603,"male",,1,"S",0
604,"male",44,3,"S",0
605,"male",35,1,"C",1
606,"male",36,3,"S",0
607,"male",30,3,"S",0
608,"male",27,1,"S",1
609,"female",22,2,"C",1
610,"female",40,1,"S",1
611,"female",39,3,"S",0
612,"male",,3,"S",0
613,"female",,3,"Q",1
614,"male",,3,"Q",0
615,"male",35,3,"S",0
616,"female",24,2,"S",1
617,"male",34,3,"S",0
618,"female",26,3,"S",0
619,"female",4,2,"S",1
620,"male",26,2,"S",0
621,"male",27,3,"C",0
622,"male",42,1,"S",1
623,"male",20,3,"C",1
624,"male",21,3,"S",0
625,"male",21,3,"S",0
626,"male",61,1,"S",0
627,"male",57,2,"Q",0
628,"female",21,1,"S",1
629,"male",26,3,"S",0
630,"male",,3,"Q",0
631,"male",80,1,"S",1
632,"male",51,3,"S",0
633,"male",32,1,"C",1
634,"male",,1,"S",0
635,"female",9,3,"S",0
636,"female",28,2,"S",1
637,"male",32,3,"S",0
638,"male",31,2,"S",0
639,"female",41,3,"S",0
640,"male",,3,"S",0
641,"male",20,3,"S",0
642,"female",24,1,"C",1
643,"female",2,3,"S",0
644,"male",,3,"S",1
645,"female","0.75",3,"C",1
646,"male",48,1,"C",1
647,"male",19,3,"S",0
648,"male",56,1,"C",1
649,"male",,3,"S",0
650,"female",23,3,"S",1
651,"male",,3,"S",0
652,"female",18,2,"S",1
653,"male",21,3,"S",0
654,"female",,3,"Q",1
655,"female",18,3,"Q",0
656,"male",24,2,"S",0
657,"male",,3,"S",0
658,"female",32,3,"Q",0
659,"male",23,2,"S",0
660,"male",58,1,"C",0
661,"male",50,1,"S",1
662,"male",40,3,"C",0
663,"male",47,1,"S",0
664,"male",36,3,"S",0
665,"male",20,3,"S",1
666,"male",32,2,"S",0
667,"male",25,2,"S",0
668,"male",,3,"S",0
669,"male",43,3,"S",0
670,"female",,1,"S",1
671,"female",40,2,"S",1
672,"male",31,1,"S",0
673,"male",70,2,"S",0
674,"male",31,2,"S",1
675,"male",,2,"S",0
676,"male",18,3,"S",0
677,"male","24.5",3,"S",0
678,"female",18,3,"S",1
679,"female",43,3,"S",0
680,"male",36,1,"C",1
681,"female",,3,"Q",0
682,"male",27,1,"C",1
683,"male",20,3,"S",0
684,"male",14,3,"S",0
685,"male",60,2,"S",0
686,"male",25,2,"C",0
687,"male",14,3,"S",0
688,"male",19,3,"S",0
689,"male",18,3,"S",0
690,"female",15,1,"S",1
691,"male",31,1,"S",1
692,"female",4,3,"C",1
693,"male",,3,"S",1
694,"male",25,3,"C",0
695,"male",60,1,"S",0
696,"male",52,2,"S",0
697,"male",44,3,"S",0
698,"female",,3,"Q",1
699,"male",49,1,"C",0
700,"male",42,3,"S",0
701,"female",18,1,"C",1
702,"male",35,1,"S",1
703,"female",18,3,"C",0
704,"male",25,3,"Q",0
705,"male",26,3,"S",0
706,"male",39,2,"S",0
707,"female",45,2,"S",1
708,"male",42,1,"S",1
709,"female",22,1,"S",1
710,"male",,3,"C",1
711,"female",24,1,"C",1
712,"male",,1,"S",0
713,"male",48,1,"S",1
714,"male",29,3,"S",0
715,"male",52,2,"S",0
716,"male",19,3,"S",0
717,"female",38,1,"C",1
718,"female",27,2,"S",1
719,"male",,3,"Q",0
720,"male",33,3,"S",0
721,"female",6,2,"S",1
722,"male",17,3,"S",0
723,"male",34,2,"S",0
724,"male",50,2,"S",0
725,"male",27,1,"S",1
726,"male",20,3,"S",0
727,"female",30,2,"S",1
728,"female",,3,"Q",1
729,"male",25,2,"S",0
730,"female",25,3,"S",0
731,"female",29,1,"S",1
732,"male",11,3,"C",0
733,"male",,2,"S",0
734,"male",23,2,"S",0
735,"male",23,2,"S",0
736,"male","28.5",3,"S",0
737,"female",48,3,"S",0
738,"male",35,1,"C",1
739,"male",,3,"S",0
740,"male",,3,"S",0
741,"male",,1,"S",1
742,"male",36,1,"S",0
743,"female",21,1,"C",1
744,"male",24,3,"S",0
745,"male",31,3,"S",1
746,"male",70,1,"S",0
747,"male",16,3,"S",0
748,"female",30,2,"S",1
749,"male",19,1,"S",0
750,"male",31,3,"Q",0
751,"female",4,2,"S",1
752,"male",6,3,"S",1
753,"male",33,3,"S",0
754,"male",23,3,"S",0
755,"female",48,2,"S",1
756,"male","0.67",2,"S",1
757,"male",28,3,"S",0
758,"male",18,2,"S",0
759,"male",34,3,"S",0
760,"female",33,1,"S",1
761,"male",,3,"S",0
762,"male",41,3,"S",0
763,"male",20,3,"C",1
764,"female",36,1,"S",1
765,"male",16,3,"S",0
766,"female",51,1,"S",1
767,"male",,1,"C",0
768,"female","30.5",3,"Q",0
769,"male",,3,"Q",0
770,"male",32,3,"S",0
771,"male",24,3,"S",0
772,"male",48,3,"S",0
773,"female",57,2,"S",0
774,"male",,3,"C",0
775,"female",54,2,"S",1
776,"male",18,3,"S",0
777,"male",,3,"Q",0
778,"female",5,3,"S",1
779,"male",,3,"Q",0
780,"female",43,1,"S",1
781,"female",13,3,"C",1
782,"female",17,1,"S",1
783,"male",29,1,"S",0
784,"male",,3,"S",0
785,"male",25,3,"S",0
786,"male",25,3,"S",0
787,"female",18,3,"S",1
788,"male",8,3,"Q",0
789,"male",1,3,"S",1
790,"male",46,1,"C",0
791,"male",,3,"Q",0
792,"male",16,2,"S",0
793,"female",,3,"S",0
794,"male",,1,"C",0
795,"male",25,3,"S",0
796,"male",39,2,"S",0
797,"female",49,1,"S",1
798,"female",31,3,"S",1
799,"male",30,3,"C",0
800,"female",30,3,"S",0
801,"male",34,2,"S",0
802,"female",31,2,"S",1
803,"male",11,1,"S",1
804,"male","0.42",3,"C",1
805,"male",27,3,"S",1
806,"male",31,3,"S",0
807,"male",39,1,"S",0
808,"female",18,3,"S",0
809,"male",39,2,"S",0
810,"female",33,1,"S",1
811,"male",26,3,"S",0
812,"male",39,3,"S",0
813,"male",35,2,"S",0
814,"female",6,3,"S",0
815,"male","30.5",3,"S",0
816,"male",,1,"S",0
817,"female",23,3,"S",0
818,"male",31,2,"C",0
819,"male",43,3,"S",0
820,"male",10,3,"S",0
821,"female",52,1,"S",1
822,"male",27,3,"S",1
823,"male",38,1,"S",0
824,"female",27,3,"S",1
825,"male",2,3,"S",0
826,"male",,3,"Q",0
827,"male",,3,"S",0
828,"male",1,2,"C",1
829,"male",,3,"Q",1
830,"female",62,1,,1
831,"female",15,3,"C",1
832,"male","0.83",2,"S",1
833,"male",,3,"C",0
834,"male",23,3,"S",0
835,"male",18,3,"S",0
836,"female",39,1,"C",1
837,"male",21,3,"S",0
838,"male",,3,"S",0
839,"male",32,3,"S",1
840,"male",,1,"C",1
841,"male",20,3,"S",0
842,"male",16,2,"S",0
843,"female",30,1,"C",1
844,"male","34.5",3,"C",0
845,"male",17,3,"S",0
846,"male",42,3,"S",0
847,"male",,3,"S",0
848,"male",35,3,"C",0
849,"male",28,2,"S",0
850,"female",,1,"C",1
851,"male",4,3,"S",0
852,"male",74,3,"S",0
853,"female",9,3,"C",0
854,"female",16,1,"S",1
855,"female",44,2,"S",0
856,"female",18,3,"S",1
857,"female",45,1,"S",1
858,"male",51,1,"S",1
859,"female",24,3,"C",1
860,"male",,3,"C",0
861,"male",41,3,"S",0
862,"male",21,2,"S",0
863,"female",48,1,"S",1
864,"female",,3,"S",0
865,"male",24,2,"S",0
866,"female",42,2,"S",1
867,"female",27,2,"C",1
868,"male",31,1,"S",0
869,"male",,3,"S",0
870,"male",4,3,"S",1
871,"male",26,3,"S",0
872,"female",47,1,"S",1
873,"male",33,1,"S",0
874,"male",47,3,"S",0
875,"female",28,2,"C",1
876,"female",15,3,"C",1
877,"male",20,3,"S",0
878,"male",19,3,"S",0
879,"male",,3,"S",0
880,"female",56,1,"C",1
881,"female",25,2,"S",1
882,"male",33,3,"S",0
883,"female",22,3,"S",0
884,"male",28,2,"S",0
885,"male",25,3,"S",0
886,"female",39,3,"Q",0
887,"male",27,2,"S",0
888,"female",19,1,"S",1
889,"female",,3,"S",0
890,"male",26,1,"C",1
891,"male",32,3,"Q",0
